active,additionalInfoLink,archiveDate,archiveType,award,baseType,classificationCode,description,fullParentPathCode,fullParentPathName,links,naicsCode,naicsCodes,noticeId,officeAddress.city,officeAddress.countryCode,officeAddress.state,officeAddress.zipcode,organizationType,placeOfPerformance,placeOfPerformance.city.code,placeOfPerformance.city.name,placeOfPerformance.country.code,placeOfPerformance.country.name,placeOfPerformance.state.code,placeOfPerformance.state.name,placeOfPerformance.streetAddress,placeOfPerformance.streetAddress2,placeOfPerformance.zip,pointOfContact,postedDate,resourceLinks,responseDeadLine,solicitationNumber,title,type,typeOfSetAside,typeOfSetAsideDescription,uiLink
Yes,,2025-07-15,auto15,,Solicitation,4820,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=373efdf0e2594b62a701631d7c162464,021.2100.W912CH,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC WRN.W6QK ACC- DTA,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=373efdf0e2594b62a701631d7c162464&limit=1'}]",333618,['333618'],373efdf0e2594b62a701631d7c162464,WARREN,USA,MI,48397-5000,OFFICE,,,,,,,,,,,"[{'fax': '', 'type': 'primary', 'email': 'christina.a.herbig.civ@army.mil', 'phone': '', 'title': None, 'fullName': 'Christina Herbig'}, {'fax': '', 'type': 'secondary', 'email': 'haley.r.bruns.civ@army.mil', 'phone': '5206928433', 'title': None, 'fullName': 'Haley Bruns'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a9fd87f0edc143e88b19602ed24cab10/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fbc8cd3597ba4c218bf0137a99b02a62/download']",2025-06-30T16:00:00-04:00,W912CH-25-Q-0081,"Solicitation for Valve, Linear, Direct - NSN: 4820-01-046-9407",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/373efdf0e2594b62a701631d7c162464/view
Yes,,2025-08-20,autocustom,,Solicitation,Z2PZ,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=35fdb94b291f4166baad5993361c54fc,070.7008.70Z0G1,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.CEU PROVIDENCE(000G1)","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=35fdb94b291f4166baad5993361c54fc&limit=1'}]",237990,['237990'],35fdb94b291f4166baad5993361c54fc,WARWICK,USA,RI,02886,OFFICE,,52280,New London,USA,UNITED STATES,CT,Connecticut,,,06320,"[{'fax': '', 'type': 'primary', 'email': 'Teresa.L.Lamphere2@uscg.mil', 'phone': '860-910-8493', 'title': None, 'fullName': 'Teresa Lamphere'}, {'fax': '', 'type': 'secondary', 'email': 'simon.w.leung@uscg.mil', 'phone': '4017361785', 'title': None, 'fullName': 'Simon W. Leung, Contracting Officer'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/007740dadec3402eb1b6e55bbf209600/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/06654ee0205b4c3180863036dcbde668/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1b7afcdbf7e54b1eb086ffe414efb289/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2bb87dfdea5c45c687e7b1a886b29f63/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/58038d09ce8f41e1b4c9e70a417a0471/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/61c72718aeb942359bb141a42db30634/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/79c90f787a0d40538c00d5b2360cf9e6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/806dcb6e6ed042209504a1535162bf39/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/881edddd235a435c9b1fb548bb94ba45/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9e07a9a408b04ecf8d5daf66cc03d4c5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/be72af703c2646ab9ce8b73a90162342/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c9eaeac5659e4e729cb73746f949c286/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ec0c33dbdb6942839d17f1a84335605a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/eddde0258c314b9c8b035adf92da2548/download']",2025-06-24T14:00:00-04:00,70Z0G125BCGA00165,"Repair Waterfront, U.S. Coast Guard Academy, New London, CT (New London County) Project No. 13317433",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/35fdb94b291f4166baad5993361c54fc/view
Yes,,2025-07-30,auto15,,Solicitation,S215,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=3511b4dd20074ef497e0768802889cd5,021.2100.NGB.W50S85,DEPT OF DEFENSE.DEPT OF THE ARMY.NATIONAL GUARD BUREAU.W7NF USPFO ACTIVITY MIANG 127,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=3511b4dd20074ef497e0768802889cd5&limit=1'}]",484210,['484210'],3511b4dd20074ef497e0768802889cd5,SELFRIDGE ANGB,USA,MI,48045-5213,OFFICE,,MI-03,Selfridge ANGB,USA,UNITED STATES,MI,Michigan,,,48045,"[{'fax': '', 'type': 'primary', 'email': 'tami.mckenney.1@us.af.mil', 'phone': '586-239-5989', 'title': None, 'fullName': 'Tami L McKenney'}, {'fax': '', 'type': 'secondary', 'email': 'katherine.sutton.4@us.af.mil', 'phone': '5862392866', 'title': None, 'fullName': 'Katherine Sutton'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0c860eb94d544a2a86ed929d7f4e1d47/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/285050dbcbac44af9068a6d2f0758c30/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/771cb9c78bba48e38f4eb0286ddf3bc5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a603ef9bfe7e4856a3f611879bfc305e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bd48fd543a2444678b7d1d28a8b43918/download']",2025-07-15T13:00:00-04:00,W50S8525QA027,Fire Dep Furniture Move and Storage,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/3511b4dd20074ef497e0768802889cd5/view
Yes,,2025-07-04,auto15,,Sources Sought,Z2BD,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=30b5d5b4f126413382d1b22da0a6a48a,057.5700.AMC.FA4497,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR MOBILITY COMMAND.FA4497  436 CONS LGC,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=30b5d5b4f126413382d1b22da0a6a48a&limit=1'}]",237310,['237310'],30b5d5b4f126413382d1b22da0a6a48a,DOVER AFB,USA,DE,19902-5016,OFFICE,,21200,Dover,USA,UNITED STATES,DE,Delaware,,,19901,"[{'fax': '', 'type': 'primary', 'email': 'luis.rivera_morales@us.af.mil.', 'phone': '3026775208', 'title': None, 'fullName': 'SSgt Luis Rivera'}, {'fax': '', 'type': 'secondary', 'email': 'omelia.saunders.2@us.af.mil', 'phone': '3026775545', 'title': None, 'fullName': 'Ms. Omelia Saunders'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/081d317614334fe6b8f42ce343eac0b1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7670bb811c9241cf8fdec4ec710aed4d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8f70acae7ee64b81b22458161dcf2931/download']",2025-06-19T13:00:00-04:00,FA449725R00190001,Repair Purple Heart Drive Pavement - Dover AFB,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/30b5d5b4f126413382d1b22da0a6a48a/view
Yes,,2025-07-02,auto15,,Solicitation,1945,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=2eb77c621b524a6bbd0cdbc948726a46,057.5700.ACC.FA4819,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR COMBAT COMMAND.FA4819  325 CONS PKP,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=2eb77c621b524a6bbd0cdbc948726a46&limit=1'}]",336612,['336612'],2eb77c621b524a6bbd0cdbc948726a46,TYNDALL AFB,USA,FL,32403,OFFICE,,FL-11,Tyndall AFB,USA,UNITED STATES,FL,Florida,,,32403,"[{'fax': '', 'type': 'primary', 'email': 'matthew.pierce.13@us.af.mil', 'phone': '8502838645', 'title': None, 'fullName': 'Matt Pierce'}, {'fax': '', 'type': 'secondary', 'email': 'firas.aldarawcheh@us.af.mil', 'phone': '8505238694', 'title': None, 'fullName': 'SSgt Firas Aldarawcheh'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/21c65db4731f4a1eae39d4caf1dabfa9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7d2acad4fef14798a24d7c80865bf556/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8a158eb11c254aeeb320efc960b78475/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9ffef529e0a2437e9b5582ce6ab628ea/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a37f0761045d4ba5bf77ed44fd83bf17/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a82bafd1fb7147e78eddf8a8afe9ec10/download']",2025-06-17T14:00:00-05:00,FA481925Q0017,Brand Name or Equal - Jet Dock - Tyndall AFB,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/2eb77c621b524a6bbd0cdbc948726a46/view
Yes,,2025-07-12,auto15,,Sources Sought,R499,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=28e01497ead14fe0a384b350699537f9,017.1700.USMC.MARCORP I&L.MCICOM.MCIPAC.M00318,DEPT OF DEFENSE.DEPT OF THE NAVY.USMC.MARCORP I&L.MARINE CORPS INSTALLATIONS COMMAND.MCIPAC.COMMANDING OFFICER,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=28e01497ead14fe0a384b350699537f9&limit=1'}]",48421,['48421'],28e01497ead14fe0a384b350699537f9,MCBH KANEOHE BAY,USA,HI,96863,OFFICE,,0,Wake Island,USA,UNITED STATES,HI,Hawaii,,,96863,"[{'fax': '', 'type': 'primary', 'email': 'boo.c.rochester@usmc.mil', 'phone': '8084961341', 'title': None, 'fullName': 'SSgt Rochester, Boo C.'}, {'fax': '', 'type': 'secondary', 'email': 'jessica.pugh@usmc.mil', 'phone': '8082572710', 'title': None, 'fullName': 'Jessica Pugh'}]",2025-06-13,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/002078ec609946deaf6e57d424e70e01/download'],2025-06-27T12:00:00-10:00,M0031825Q0033,Moving Furniture MCBH,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/28e01497ead14fe0a384b350699537f9/view
Yes,,2025-07-05,auto15,,Solicitation,2320,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=256035cb940f461da4ca4a2f222c97ff,057.5700.AETC.FA3300,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR EDUCATION AND TRAINING COMMAND.FA3300  42 CONS CC,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=256035cb940f461da4ca4a2f222c97ff&limit=1'}]",336110,['336110'],256035cb940f461da4ca4a2f222c97ff,MAXWELL AFB,USA,AL,36112-6334,OFFICE,,51000,Montgomery,USA,UNITED STATES,AL,Alabama,,,36112,"[{'fax': '', 'type': 'primary', 'email': 'alisia.chandler@us.af.mil', 'phone': '3349534209', 'title': None, 'fullName': 'SSgt Alisia T. Chandler'}, {'fax': '', 'type': 'secondary', 'email': 'william.stallings.1@us.af.mil', 'phone': '3349533266', 'title': None, 'fullName': 'William Stallings'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/185f065c6cbc4bc9be9ccad5203c9899/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b348037d5ffb4ce682b9800fab490023/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b9fbc287da7c49859eeb520923efb10f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d4998409d4c443c5a3fea93ab0a5e6c6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fbd4d27f1cf745278f2a3bc6576fd0a6/download']",2025-06-20T12:00:00-05:00,F2X3B25090A001,42 SFS Utility Terrain Vehicles (UTVs) - Amendment 0001,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/256035cb940f461da4ca4a2f222c97ff/view
Yes,,2025-07-05,auto15,,Presolicitation,5999,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=2410078efea845da8313100fc6670cfc,036.3600.36C244,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.244-NETWORK CONTRACT OFFICE 4 (36C244)","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=2410078efea845da8313100fc6670cfc&limit=1'}]",334111,['334111'],2410078efea845da8313100fc6670cfc,PITTSBURGH,USA,PA,15215,OFFICE,,42168,Lebanon,USA,UNITED STATES,PA,Pennsylvania,,,17042,"[{'fax': '', 'type': 'primary', 'email': 'joanne.skaff@va.gov', 'phone': '', 'title': None, 'fullName': 'Joanne Skaff'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/51d3d92be87d404d859bc7c72f081ee8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5885777d764d45029c110b3665e08d38/download']",2025-06-20T16:00:00-04:00,36C24425Q0752_1,Brand Name Only BD Pyxis ES Medication Dispensing Refrigerator,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/2410078efea845da8313100fc6670cfc/view
Yes,,2025-07-03,auto15,,Solicitation,4730,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=228194c7bdf4469b9ddef2493eeda754,097.97AS.DLA MARITIME.DLA MARITIME SHIPYDS.SPMYM4,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME SHIPYARDS.DLA MARITIME - PEARL HARBOR,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=228194c7bdf4469b9ddef2493eeda754&limit=1'}]",332919,['332919'],228194c7bdf4469b9ddef2493eeda754,PEARL HARBOR,USA,HI,96860-5033,OFFICE,,,,,,,,,,,"[{'fax': '', 'type': 'primary', 'email': 'wongduean.a.guajardo.civ@us.navy.mil', 'phone': '80847380004040', 'title': None, 'fullName': 'Wongduean Guajardo'}]",2025-06-13,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2200dceeb4464168aaab277edcebe258/download'],2025-06-18T11:00:00-10:00,SPMYM4-25-Q-0571,ELBOW,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/228194c7bdf4469b9ddef2493eeda754/view
Yes,,2025-07-08,auto15,,Solicitation,Y1PZ,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=20f60a336eac4870b6f7c779826bfd5a,014.1443.140P82,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR HONO MABO(82000)","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=20f60a336eac4870b6f7c779826bfd5a&limit=1'}]",238210,['238210'],20f60a336eac4870b6f7c779826bfd5a,HONOLULU,USA,HI,96850,OFFICE,,,,,,,,,,,"[{'fax': None, 'type': 'primary', 'email': 'michael_davidson@nps.gov', 'phone': '8082851885', 'title': None, 'fullName': 'Davidson, Michael'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/08cea03a26ea4e11909ae3fb80c18ab8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1d6fc29c9fce4f1ebee5799885b28da0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/28eef7d2471248a0abe209b23fa4d547/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4c6c48b3ae3a45e68b83e61719788831/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/78d54c91ee76428f87cfc2597bcdb94e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/82ea0459a6a6424195240caa0ffe3e1c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9b4fb642e946417ebcc9937f60f0d187/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9e1ea4d821dc4c5a8af008438466bba9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9e2ee81795064f16a09ddb19fee6b2ea/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a06c697b940d4a85997342b6e339fd20/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/aa0b030dcc514e1091721dc44599ccdd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c62401df4461420db1b5cbd00cd67642/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c962d10ea48b4903ac8e97d3c68d3043/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cda0c12c3499497b9ce880600259ef3e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f1b13a5f0b244706a605d32bb6147d30/download']",2025-06-23T12:00:00-06:00,140P8225B0001,Y--ELECTRICAL IMPROVEMENTS,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/20f60a336eac4870b6f7c779826bfd5a/view
Yes,,2025-07-14,autocustom,,Solicitation,F108,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=1e8dcfe5b9ee415b85bb5353fc2df05e,017.1700.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC NW.N44255,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC NORTHWEST NW.NAVFACSYSCOM NORTHWEST,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=1e8dcfe5b9ee415b85bb5353fc2df05e&limit=1'}]",562910,['562910'],1e8dcfe5b9ee415b85bb5353fc2df05e,SILVERDALE,USA,WA,98315-1101,OFFICE,,64365,Silverdale,USA,UNITED STATES,WA,Washington,,,98315,"[{'fax': None, 'type': 'primary', 'email': 'tatiana.d.tubberville.civ@us.navy.mil', 'phone': '5642532244', 'title': None, 'fullName': 'Tatiana Tubberville'}, {'fax': None, 'type': 'secondary', 'email': 'marivic.m.lorenzana.civ@us.navy.mil', 'phone': '3609696498', 'title': None, 'fullName': 'Marivic Lorenzana'}]",2025-06-13,,2025-06-18T12:00:00-07:00,N4425525R2002,"Long Term Monitoring, Operation, and Maintanance- Enviornmental Services IDIQ",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/1e8dcfe5b9ee415b85bb5353fc2df05e/view
Yes,,2025-07-03,auto15,,Solicitation,1940,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=1d956776b6fc42ff9644bdda19381aac,057.5700.AMC.FA4427,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR MOBILITY COMMAND.FA4427  60 CONS LGC,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=1d956776b6fc42ff9644bdda19381aac&limit=1'}]",336612,['336612'],1d956776b6fc42ff9644bdda19381aac,TRAVIS AFB,USA,CA,94535-2632,OFFICE,,0,Broadmoor Vlg,USA,UNITED STATES,CA,California,,,94535,"[{'fax': None, 'type': 'primary', 'email': 'don_phillip.salgado@us.af.mil', 'phone': '', 'title': None, 'fullName': 'Don Salgado'}, {'fax': '', 'type': 'secondary', 'email': 'rachel.gil@us.af.mil', 'phone': '', 'title': None, 'fullName': 'Rachel Gil'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1e790acd8644476eb2166533d4899384/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/34df5205207f45aa94ded77254245e16/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/50568b99107c4c60b9130e2673db7120/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/66e6acece0d146cfb0a2a827cd902b9d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/aa27c56e32b24022954ea86714f7ea0b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/be0791c669ba44edb9dd969232516343/download']",2025-06-18T12:00:00-07:00,FA442725Q1081,Tritoon Boat and Trailer,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/1d956776b6fc42ff9644bdda19381aac/view
Yes,,2025-07-03,auto15,,Solicitation,Z2JZ,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=189953fd83ba45309bc0f72eb5adc3b2,075.7527.75H710,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.INDIAN HEALTH SERVICE.NAVAJO AREA INDIAN HEALTH SVC","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=189953fd83ba45309bc0f72eb5adc3b2&limit=1'}]",238350,['238350'],189953fd83ba45309bc0f72eb5adc3b2,WINDOW ROCK,USA,AZ,86515,OFFICE,,72770,Shiprock,USA,UNITED STATES,NM,New Mexico,,,87420,"[{'fax': '', 'type': 'primary', 'email': 'stephen.silversmith@ihs.gov', 'phone': '505-726-8801', 'title': None, 'fullName': 'Stephen Silversmith, Contract Specialist'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cd001625781d4f8995d2809737bc05cc/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d28ca66ba1e946998e41ba521387aa34/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d7abe8e430894e63a8525bab6b381634/download']",2025-06-18T13:00:00-06:00,75H71025Q00191,NNMC - Building 3000 Back Deck Replacement,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/189953fd83ba45309bc0f72eb5adc3b2/view
Yes,,2025-07-26,auto15,,Solicitation,J061,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=17a965821f214e8fb6b4bb19c1b60364,014.1425.140R17,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.GRAND COULEE POWER OFFICE","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=17a965821f214e8fb6b4bb19c1b60364&limit=1'}]",811310,['811310'],17a965821f214e8fb6b4bb19c1b60364,GRAND COULEE,USA,WA,99133,OFFICE,,,,,,,,,,,"[{'fax': '5096339175', 'type': 'primary', 'email': 'tmest@usbr.gov', 'phone': '5096339327', 'title': None, 'fullName': 'Mest, Terry'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a26d6288405c42348000d59cd69a3cae/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a6d6a01eb2a24deaa8c88b768a183706/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dc53b2c6cebf4a00a0a6f8857130daf0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dd30e5aa3c194c1fb711cfe12bdf1e70/download']",2025-07-11T12:00:00-07:00,140R1725Q0053,J--BACKUP GENERATOR SERVICE,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/17a965821f214e8fb6b4bb19c1b60364/view
Yes,,2025-06-27,auto15,,Solicitation,Z1QA,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=16b3a666b0ed43ec9a590db8476df803,021.2100.USACE.MVD.W912ES,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.W07V ENDIST ST PAUL,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=16b3a666b0ed43ec9a590db8476df803&limit=1'}]",237990,['237990'],16b3a666b0ed43ec9a590db8476df803,SAINT PAUL,USA,MN,55101-1323,OFFICE,,47554,Noyes,USA,UNITED STATES,MN,Minnesota,,,,"[{'fax': '', 'type': 'primary', 'email': 'roberta.l.just@usace.army.mil', 'phone': '6512905375', 'title': None, 'fullName': 'Roberta L. Just'}, {'fax': '', 'type': 'secondary', 'email': 'Jesse.L.Onkka@usace.army.mil', 'phone': '6512905444', 'title': None, 'fullName': 'Jesse Onkka'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0174ffb8d7cf487aaf17c39703cff7ab/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1ee408105deb42c79c4542eff2249e98/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2408c7650da94db582731cc417e73153/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3d4e9cb9b16245a4acbbc42ac6dbe290/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4b9f4504edb542088696349cb5699688/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/583d1bb6233b45aa88681db44f701480/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/73fd4a9f88644e45bc4bf288c6069379/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7c0e8bb0b5634cce867e99bc57bab0f7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/915ea6fcf7144ac487b572f34e708086/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9d541f780f6b4ed58fd4401fb87669de/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a5934d667db14bda804e8eb3a83d35d7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c5fbb9cfd06f4159bd69b845a5dfff2b/download']",2025-06-12T14:00:00-05:00,W912ES25BA007,St. Vincent Township - Noyes Levee Repair,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/16b3a666b0ed43ec9a590db8476df803/view
